Household_Id	Acres [EUPATH_0000026]	Air bricks [EUPATH_0000018]	Animal-drawn cart [EUPATH_0000166]	Bank account [EUPATH_0000167]	Bed [ENVO_00000501]	Bicycle [ENVO_01000614]	Boat with a motor [EUPATH_0000179]	Boat without a motor [EUPATH_0000170]	Car or truck [EUPATH_0000171]	Cassette player [ENVO_01000578]	Chair [ENVO_01000586]	Clock [ENVO_01000596]	Cooking fuel [EUPATH_0000023]	Country [ENVO_00000009]	Cupboard [ENVO_01000595]	Drinking water source [ENVO_00003064]	Dwelling type [ENVO_01000744]	Eaves [ENVO_01000825]	Electricity [EUPATH_0021084]	Floor material [EUPATH_0000006]	Food problems per week [EUPATH_0000029]	Household wealth index, categorical [EUPATH_0000143]	Household wealth index, numerical [EUPATH_0000014]	Human waste facilities [EUPATH_0000335]	Landline phone [ENVO_01000582]	Lighting source [OBI_0400065]	Meals per day [EUPATH_0000027]	Meat meals per week [EUPATH_0000028]	Mobile phone [ENVO_01000581]	Motorcycle or scooter [ENVO_01000615]	Persons living in house count [EUPATH_0000019]	Radio [ENVO_01000577]	Refrigerator [ENVO_01000583]	Roof material [EUPATH_0000003]	Sleeping places count [EUPATH_0000201]	Sleeping rooms in dwelling count [EUPATH_0000025]	Sofa [ENVO_01000588]	Sub-county in Uganda [EUPATH_0000054]	Table [ENVO_01000584]	Television [ENVO_01000579]	Wall material [EUPATH_0000009]	Watch [EUPATH_0000186]
h_212000128	0	No airbricks	No	No	Yes	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	No	Cement/concrete	Sometimes	Middle	-.34211507	["Covered pit latrine w/slab"]	No	Paraffin - hurricane lamp	2	0	Yes	No	2	Yes	No	Metal	2	1	Yes	Walukuba	No	Yes	Metal	No
h_143006601	7	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth and dung	Sometimes	Poorest	-1.6745695	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	No	No	6	No	No	Metal	2	2	No	Nagongera	Yes	No	Mud	No
h_206015401	0	No airbricks	No	No	Yes	Yes	No	No	No	No	No	No	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Often	Poorest	-1.251043	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	No	No	5	Yes	No	Metal	3	1	No	Walukuba	No	No	Mud	Yes
h_205019618	0	No airbricks	No	Yes	Yes	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Earth and dung	Sometimes	Poorest	-.98236507	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	Yes	6	No	No	Metal	3	1	No	Walukuba	Yes	No	Wood	No
h_119005003	1	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth or sand	Often	Poorest	-2.7606716	["No facility/bush/field"]	No	Paraffin - wick lamp	2	3	No	No	3	No	No	Thatch	1	1	No	Nagongera	No	No	Mud	No
h_205016801	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Always	Least poor	.8140527	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	1	3	Yes	No	11	No	No	Metal	3	2	No	Walukuba	Yes	No	Mud	No
h_201027801	6	No airbricks	No	Yes	Yes	No	No	No	No	Yes	Yes	No	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	Yes	Cement/concrete	Never	Least poor	1.2217028	["Covered pit latrine w/slab"]	No	Electricity	3	1	Yes	No	4	Yes	No	Tiles	3	1	Yes	Walukuba	Yes	Yes	Cement	No
h_210012402	0	Screened airbricks	No	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	Yes	Cement/concrete	Sometimes	Least poor	2.0780499	["Flush toilet"]	No	Electricity	2	2	Yes	No	11	No	Yes	Metal	4	4	Yes	Walukuba	Yes	Yes	Cement	No
h_201008907	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	Yes	Public tap	Modern	Closed	No	Earth or sand	Sometimes	Least poor	2.3096759	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	4	Yes	No	10	Yes	No	Tiles	3	2	No	Walukuba	Yes	No	Cement	Yes
h_134007801	2	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected public well	Traditional	Closed	No	Earth and dung	Sometimes	Poorest	-2.0199654	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	No	5	No	No	Metal	3	2	No	Nagongera	No	No	Mud	No
h_205020285	0	No airbricks	No	Yes	Yes	No	No	No	No	Yes	Yes	No	["Charcoal"]	Uganda	Yes	Public tap	Traditional	Open	No	Earth and dung	Seldom	Middle	.24403608	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	7	Yes	No	Metal	3	1	No	Walukuba	No	No	Metal	Yes
h_314004201	2	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Traditional	Closed	No	Earth or sand	Often	Poorest	-2.9348412	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	No	No	4	No	No	Metal	2	1	No	Kihihi	No	No	Mud	No
h_205029003	0	No airbricks	No	No	Yes	Yes	No	No	No	No	No	Yes	["Charcoal"]	Uganda	Yes	Public tap	Traditional	Open	Yes	Cement/concrete	Sometimes	Least poor	1.7931156	["Uncovered pit latrine no slab"]	No	Electricity	3	1	Yes	No	5	Yes	No	Metal	3	1	No	Walukuba	Yes	Yes	Wood	Yes
h_316007601	3	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Unprotected spring	Traditional	Open	No	Earth or sand	Never	Least poor	1.449744	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	No	No	7	Yes	No	Metal	5	5	No	Kihihi	Yes	No	Mud	No
h_205014501	0	No airbricks	No	No	No	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Always	Poorest	-1.038573	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	5	Yes	No	5	No	No	Metal	3	3	No	Walukuba	No	No	Mud	No
h_117009902	6	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth and dung	Seldom	Least poor	1.0534815	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	5	Yes	No	6	Yes	No	Thatch	2	2	No	Nagongera	Yes	No	Mud	No
h_206013307	0	No airbricks	No	No	No	No	No	No	No	No	No	No	["Firewood"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Always	Poorest	-2.2486987	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	1	0	No	No	4	No	No	Metal	2	1	No	Walukuba	No	No	Mud	No
h_131009502	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth and dung	Seldom	Poorest	-1.0272716	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	No	No	4	No	No	Thatch	2	1	No	Nagongera	Yes	No	Mud	No
h_102019101	0	Screened airbricks	No	Yes	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Modern	Closed	Yes	Cement/concrete	Often	Poorest	-.75969362	["Uncovered pit latrine w/slab"]	No	Electricity	3	4	Yes	No	5	No	No	Metal	3	3	No	Nagongera	Yes	No	Cement	No
h_134010901	3	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Modern	Closed	No	Earth or sand	Sometimes	Poorest	-1.1476938	["Uses neighbours","No facility/bush/field"]	No	Candles	2	0	No	No	5	Yes	No	Metal	5	2	No	Nagongera	Yes	No	Cement	No
h_218005201	0	No airbricks	No	Yes	Yes	No	No	No	No	No	Yes	Yes	["Charcoal"]	Uganda	Yes	Piped into yard/compound	Traditional	Open	Yes	Cement/concrete	Never	Least poor	2.9569738	["Flush toilet"]	No	Electricity	3	4	Yes	No	5	Yes	No	Tiles	3	2	Yes	Walukuba	Yes	Yes	Cement	Yes
h_313002201	4	No airbricks	No	No	Yes	No	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	No	Protected spring	Traditional	Closed	No	Earth or sand	Sometimes	Middle	.52911842	["Uncovered pit latrine no slab"]	No	Paraffin - hurricane lamp	2	1	Yes	No	6	Yes	No	Metal	5	2	Yes	Kihihi	Yes	No	Mud	No
h_319011302	5	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Open public well	Traditional	Closed	No	Earth or sand	Sometimes	Middle	-.46155116	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	No	No	8	Yes	No	Metal	5	3	No	Kihihi	Yes	No	Mud	No
h_115001701	5	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Modern	Closed	No	Cement/concrete	Never	Least poor	1.0534815	["Uncovered pit latrine w/slab"]	No	Torch/battery powered lamp	2	2	Yes	No	6	Yes	No	Metal	4	4	No	Nagongera	Yes	No	Cement	No
h_123006201	3	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected well in yard/compound	Traditional	Open	No	Cement/concrete	Sometimes	Poorest	-1.2776148	["Uncovered pit latrine w/slab"]	No	Paraffin - wick lamp	2	1	Yes	No	6	No	No	Metal	3	2	No	Nagongera	Yes	No	Mud	No
h_131008105	1	No airbricks	No	No	Yes	No	No	No	No	No	No	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth or sand	Often	Poorest	-1.3235073	["No facility/bush/field"]	No	Paraffin - wick lamp	2	0	Yes	No	3	Yes	No	Thatch	3	1	No	Nagongera	No	No	Mud	No
h_205016413	0	No airbricks	No	No	Yes	No	No	No	No	Yes	No	Yes	["Charcoal"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Always	Middle	.59399068	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	5	Yes	No	Metal	2	2	No	Walukuba	No	No	Mud	No
h_404005901	2	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Traditional	Closed	No	Earth or sand	Seldom	Middle	.18574676	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	No	No	8	Yes	No	Metal	4	3	No	Kihihi	Yes	No	Mud	No
h_205029802	0	No airbricks	No	No	Yes	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Always	Poorest	-2.1941347	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	1	1	Yes	No	11	No	No	Metal	6	2	No	Walukuba	No	No	Metal	No
h_101009801	2	No airbricks	No	No	Yes	Yes	No	No	No	Yes	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth and dung	Never	Middle	.7582317	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	5	Yes	No	5	Yes	No	Thatch	2	2	No	Nagongera	Yes	No	Mud	Yes
h_206008702	0	No airbricks	No	Yes	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Public tap	Traditional	Closed	No	Earth or sand	Often	Middle	.29047292	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	4	No	No	8	Yes	No	Metal	6	1	No	Walukuba	Yes	No	Mud	No
h_414003001	1	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Closed	No	Earth or sand	Sometimes	Middle	-.40698734	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	1	0	Yes	No	8	Yes	No	Metal	3	2	No	Kihihi	Yes	No	Mud	No
h_201033206	0	No airbricks	No	No	Yes	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Closed	No	Earth and dung	Sometimes	Poorest	-2.0199654	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	Yes	No	6	No	No	Metal	2	1	No	Walukuba	No	No	Mud	No
h_206016107	0	No airbricks	No	No	No	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Always	Poorest	-2.9348412	["No facility/bush/field"]	No	Paraffin - wick lamp	1	1	No	No	6	No	No	Metal	2	1	No	Walukuba	No	No	Mud	No
h_135002401	3	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth or sand	Often	Poorest	-1.7204621	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	No	No	2	Yes	No	Metal	2	2	No	Nagongera	No	No	Mud	No
h_201029802	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Often	Poorest	-1.3793198	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	No	No	8	No	No	Thatch	3	1	No	Walukuba	Yes	No	Mud	No
h_103007202	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth and dung	Sometimes	Poorest	-2.1941347	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	8	No	No	Thatch	3	3	No	Nagongera	No	No	Mud	No
h_306006701	0	No airbricks	No	No	Yes	Yes	No	No	No	Yes	No	No	["Firewood"]	Uganda	No	River/stream	Traditional	Open	No	Earth or sand	Sometimes	Poorest	-.9797557	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	Yes	No	7	Yes	No	Thatch	3	3	No	Kihihi	No	No	Mud	No
h_336003902	1	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Traditional	Closed	No	Earth or sand	Often	Poorest	-1.7689641	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	No	No	5	Yes	No	Metal	3	3	No	Kihihi	No	No	Mud	No
h_321000804	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Traditional	Open	No	Earth or sand	Sometimes	Poorest	-1.3321786	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	No	No	3	No	No	Thatch	2	1	No	Kihihi	Yes	No	Mud	No
h_206010707	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Often	Middle	-.052321158	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	No	No	4	No	No	Metal	3	2	No	Walukuba	Yes	No	Mud	No
h_201036515	0	No airbricks	No	No	Yes	No	No	No	Yes	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Closed	Yes	Earth or sand	Never	Middle	.70972973	["Uncovered pit latrine no slab"]	No	Electricity	3	4	Yes	No	3	Yes	No	Metal	1	1	No	Walukuba	Yes	Yes	Mud	No
h_118007201	6	No airbricks	No	No	No	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Unprotected spring	Traditional	Open	No	Earth and dung	Always	Poorest	-.80558622	["No facility/bush/field"]	No	Paraffin - wick lamp	2	7	Yes	No	6	Yes	No	Thatch	2	1	No	Nagongera	No	No	Mud	No
h_206024702	0	No airbricks	No	No	No	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Always	Poorest	-1.8900443	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	1	6	No	No	5	Yes	No	Metal	2	1	No	Walukuba	No	No	Mud	No
h_146001002	3	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth or sand	Always	Poorest	-.6386134	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	0	Yes	No	8	No	No	Metal	3	2	No	Nagongera	Yes	No	Mud	No
h_445010002	0	Unscreened airbricks	No	No	No	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	No	Cement/concrete	Seldom	Middle	.0099331364	["Vip latrine"]	No	Candles	3	0	Yes	No	2	Yes	No	Metal	1	1	No	Kihihi	No	No	Cement	No
h_217001803	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Charcoal"]	Uganda	Yes	Piped into yard/compound	Modern	Closed	No	Cement/concrete	Seldom	Least poor	.80784982	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	Yes	No	3	No	No	Tiles	3	1	Yes	Walukuba	Yes	No	Cement	No
h_206029707	0	No airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Earth and dung	Seldom	Middle	.4793523	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	6	Yes	No	4	Yes	No	Metal	2	1	No	Walukuba	No	No	Mud	No
h_307000701	0	No airbricks	No	No	No	No	No	No	No	No	No	No	["Firewood"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Always	Poorest	-.59147221	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	3	No	No	Metal	2	2	No	Kihihi	Yes	No	Mud	No
h_140005904	1	No airbricks	No	No	No	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Traditional	Open	No	Earth and dung	Often	Poorest	-2.7606716	["No facility/bush/field"]	No	Paraffin - wick lamp	3	3	No	No	6	No	No	Thatch	3	3	No	Nagongera	No	No	Mud	No
h_336004801	2	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Unprotected spring	Traditional	Closed	No	Earth or sand	Seldom	Least poor	2.1904504	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	7	Yes	No	Metal	4	3	No	Kihihi	Yes	No	Mud	No
h_412004901	1	Unscreened airbricks	No	Yes	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	River/stream	Modern	Closed	No	Cement/concrete	Sometimes	Least poor	1.8384022	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	1	Yes	No	5	Yes	No	Metal	2	2	Yes	Kihihi	Yes	No	Cement	No
h_103017501	7	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Open public well	Traditional	Open	No	Earth and dung	Sometimes	Least poor	1.326429	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	3	Yes	Yes	23	Yes	No	Metal	18	11	Yes	Nagongera	Yes	No	Mud	Yes
h_118006501	3	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Closed	No	Earth or sand	Always	Middle	.40618348	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	3	Yes	No	4	Yes	No	Metal	3	2	No	Nagongera	Yes	No	Mud	No
h_202004402	0	No airbricks	No	No	Yes	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Earth and dung	Seldom	Poorest	-.63031685	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	1	Yes	No	3	No	No	Metal	2	1	No	Walukuba	Yes	No	Wood	No
h_443007701	5	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	No	Cement/concrete	Never	Least poor	1.3347255	["Uncovered pit latrine no slab"]	No	Paraffin - hurricane lamp	2	2	Yes	No	8	Yes	No	Metal	5	4	No	Kihihi	Yes	No	Cement	No
h_105007801	1	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth and dung	Sometimes	Middle	.1109338	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	4	Yes	No	4	Yes	No	Thatch	2	1	No	Nagongera	Yes	No	Mud	Yes
h_220000244	0	Screened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	Yes	Cement/concrete	Never	Least poor	1.8466986	["Covered pit latrine w/slab"]	No	Paraffin - pressure lamp	3	0	Yes	No	5	Yes	No	Metal	2	1	Yes	Walukuba	Yes	Yes	Metal	No
h_318024801	2.5	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Always	Poorest	-.9338631	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	11	No	No	Metal	3	2	No	Kihihi	Yes	No	Mud	No
h_209009402	0	Unscreened airbricks	No	Yes	No	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Piped into yard/compound	Modern	Closed	No	Cement/concrete	Sometimes	Poorest	-1.3321786	["Covered pit latrine w/slab"]	No	Paraffin - wick lamp	2	1	No	No	2	No	No	Metal	1	1	No	Walukuba	Yes	No	Cement	Yes
h_132007701	10	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Modern	Closed	No	Cement/concrete	Sometimes	Middle	.062431809	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	Yes	7	Yes	No	Metal	3	2	No	Nagongera	Yes	No	Cement	Yes
h_109008701	4	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth and dung	Always	Middle	.1109338	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	4	Yes	No	7	Yes	No	Metal	4	2	No	Nagongera	Yes	Yes	Mud	Yes
h_208007502	0	Unscreened airbricks	No	Yes	No	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Piped into yard/compound	Modern	Closed	No	Cement/concrete	Sometimes	Poorest	-2.1941347	["Uncovered pit latrine w/slab"]	No	Paraffin - hurricane lamp	2	1	Yes	No	2	No	No	Metal	1	1	No	Walukuba	No	No	Cement	No
h_134007502	1	No airbricks	No	No	Yes	No	No	No	No	No	No	No	["Firewood"]	Uganda	No	Protected public well	Traditional	Open	No	Earth and dung	Always	Poorest	-2.0745292	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	No	No	7	No	No	Thatch	4	2	No	Nagongera	No	No	Mud	No
h_201032805	0	No airbricks	No	No	No	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Never	Middle	-.50203997	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	No	3	Yes	No	Metal	1	1	No	Walukuba	No	No	Mud	No
h_358007601	2	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Open public well	Traditional	Closed	No	Earth and dung	Sometimes	Middle	-.46155116	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	No	No	7	Yes	No	Metal	3	2	No	Kihihi	Yes	No	Mud	No
h_218000604	0	Screened airbricks	No	Yes	No	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	No	Cement/concrete	Seldom	Middle	.055825725	["Covered pit latrine w/slab"]	No	Paraffin - hurricane lamp	3	0	Yes	No	3	No	No	Metal	1	1	No	Walukuba	Yes	No	Cement	No
h_118003501	1	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	No	Borehole	Traditional	Closed	No	Earth or sand	Sometimes	Least poor	1.0470395	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	No	4	Yes	No	Metal	2	1	No	Nagongera	Yes	No	Mud	No
h_432007301	1	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth or sand	Always	Poorest	-1.6745695	["No facility/bush/field"]	No	Paraffin - wick lamp	3	0	No	No	6	No	No	Metal	2	2	No	Kihihi	Yes	No	Mud	No
h_201033602	2	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Closed	No	Earth and dung	Seldom	Middle	.41448003	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	No	4	Yes	No	Metal	2	1	No	Walukuba	Yes	No	Mud	No
h_201022401	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	Yes	["Charcoal"]	Uganda	No	Public tap	Modern	Closed	No	Cement/concrete	Sometimes	Least poor	1.7331821	["Covered pit latrine w/slab"]	No	Paraffin - wick lamp	3	2	Yes	No	4	Yes	No	Tiles	2	1	No	Walukuba	Yes	No	Cement	Yes
h_132016301	1	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Open public well	Traditional	Open	No	Earth and dung	Always	Poorest	-2.0183213	["No facility/bush/field"]	No	Paraffin - wick lamp	2	1	No	No	4	No	No	Thatch	2	1	No	Nagongera	Yes	No	Mud	No
h_221002103	0	Screened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	Yes	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	No	Cement/concrete	Seldom	Least poor	2.0863464	["Covered pit latrine w/slab"]	No	Paraffin - hurricane lamp	3	2	Yes	No	5	No	No	Tiles	4	2	No	Walukuba	Yes	No	Cement	No
h_140005401	3	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected public well	Modern	Closed	No	Cement/concrete	Sometimes	Middle	.45332471	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	5	Yes	No	10	Yes	No	Metal	6	4	No	Nagongera	Yes	No	Cement	No
h_118002402	3	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Borehole	Traditional	Open	No	Earth or sand	Often	Poorest	-1.3755943	["No facility/bush/field"]	No	Paraffin - wick lamp	2	1	No	No	4	No	No	Thatch	3	1	No	Nagongera	No	No	Mud	No
h_138000401	0	No airbricks	No	No	No	No	No	No	No	No	No	No	["Firewood"]	Uganda	No	Protected spring	Traditional	Closed	No	Earth and dung	Seldom	Poorest	-1.1968538	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	3	No	No	5	No	No	Thatch	2	1	No	Nagongera	Yes	No	Mud	No
h_114007303	2	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth and dung	Always	Middle	-.12205303	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	Yes	No	6	No	No	Thatch	2	2	No	Nagongera	Yes	No	Mud	No
h_201036913	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Sometimes	Poorest	-2.7606716	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	3	No	No	4	No	No	Metal	2	1	No	Walukuba	No	No	Mud	No
h_318012803	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Public tap	Traditional	Closed	No	Earth or sand	Sometimes	Poorest	-2.6395915	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	1	0	No	No	8	No	No	Metal	3	2	No	Kihihi	No	No	Mud	No
